pcn,item,onhandqty,last_event,last_dest,last_event_time,suggested_review
10913,7848-55,4,PICK,MFG Floor,01/20/26 11:25:04,likely consumed/staged on floor -> verify if on-hand should be 0
29986,8227L-15,4,PICK,MFG Floor,08/14/25 13:06:42,likely consumed/staged on floor -> verify if on-hand should be 0
22393,8223L-60,4,PICK,MFG Floor,09/18/25 09:08:27,likely consumed/staged on floor -> verify if on-hand should be 0
41035,8754L-40,4,PICK,MFG Floor,11/10/25 14:20:23,likely consumed/staged on floor -> verify if on-hand should be 0
29808,8080L-1-153,4,PICK,MFG Floor,10/20/25 08:17:49,likely consumed/staged on floor -> verify if on-hand should be 0
7315,7584-33,4,PICK,MFG Floor,08/26/25 09:01:51,likely consumed/staged on floor -> verify if on-hand should be 0
6301,8024L-100,4,PICK,MFG Floor,02/11/26 10:32:13,likely consumed/staged on floor -> verify if on-hand should be 0
14017,ACI-4560,4,PICK,MFG Floor,08/28/25 08:29:21,likely consumed/staged on floor -> verify if on-hand should be 0
21825,8329-180,4,PICK,MFG Floor,09/02/25 09:25:34,likely consumed/staged on floor -> verify if on-hand should be 0
2902,ACI-2298,4,PICK,MFG Floor,01/15/26 09:58:37,likely consumed/staged on floor -> verify if on-hand should be 0
29708,8343ML-435,4,PICK,MFG Floor,10/20/25 14:15:10,likely consumed/staged on floor -> verify if on-hand should be 0
29615,8477L-165,4,PICK,MFG Floor,10/09/25 13:32:18,likely consumed/staged on floor -> verify if on-hand should be 0
21549,8291-45,4,PICK,MFG Floor,02/20/26 11:06:10,likely consumed/staged on floor -> verify if on-hand should be 0
6638,8024L-12,4,PICK,MFG Floor,10/06/25 12:27:10,likely consumed/staged on floor -> verify if on-hand should be 0
18807,6463-60,4,PICK,MFG Floor,09/03/25 08:42:02,likely consumed/staged on floor -> verify if on-hand should be 0
7764,8055-56,4,PICK,MFG Floor,08/27/25 08:20:42,likely consumed/staged on floor -> verify if on-hand should be 0
5722,8012L-23,4,PICK,MFG Floor,02/09/26 11:45:42,likely consumed/staged on floor -> verify if on-hand should be 0
17074,8276-205,4,PICK,MFG Floor,09/02/25 09:26:33,likely consumed/staged on floor -> verify if on-hand should be 0
3245,ACI-2552,4,PICK,MFG Floor,11/20/25 12:17:52,likely consumed/staged on floor -> verify if on-hand should be 0
29465,8173-1-150,4,PICK,MFG Floor,02/09/26 11:46:31,likely consumed/staged on floor -> verify if on-hand should be 0
3179,ACI-2497,4,PICK,MFG Floor,11/20/25 12:17:38,likely consumed/staged on floor -> verify if on-hand should be 0
11105,8137L-95,4,PICK,MFG Floor,02/27/26 07:31:57,likely consumed/staged on floor -> verify if on-hand should be 0
7357,7158-31,3,PICK,MFG Floor,09/25/25 09:28:27,likely consumed/staged on floor -> verify if on-hand should be 0
4701,ACI-3822,3,PICK,MFG Floor,01/30/26 10:27:01,likely consumed/staged on floor -> verify if on-hand should be 0
24045,8349M-175,3,PICK,MFG Floor,08/14/25 12:43:45,likely consumed/staged on floor -> verify if on-hand should be 0
33803,8577ML-285,3,PICK,MFG Floor,12/12/25 10:59:14,likely consumed/staged on floor -> verify if on-hand should be 0
3397,ACI-2696,3,PICK,MFG Floor,01/30/26 10:27:12,likely consumed/staged on floor -> verify if on-hand should be 0
30328,8439L-230,3,PICK,MFG Floor,09/04/25 13:01:18,likely consumed/staged on floor -> verify if on-hand should be 0
2311,ACI-612,3,PICK,MFG Floor,09/04/25 13:44:04,likely consumed/staged on floor -> verify if on-hand should be 0
3413,ACI-2687,3,PICK,MFG Floor,01/30/26 10:27:17,likely consumed/staged on floor -> verify if on-hand should be 0
22546,8320L-25,3,PICK,MFG Floor,01/14/26 14:21:34,likely consumed/staged on floor -> verify if on-hand should be 0
7323,7584-87,3,PICK,MFG Floor,02/04/26 14:41:29,likely consumed/staged on floor -> verify if on-hand should be 0
3022,ACI-2375,3,PICK,MFG Floor,01/15/26 12:19:57,likely consumed/staged on floor -> verify if on-hand should be 0
29711,8343ML-410,3,PICK,MFG Floor,10/20/25 14:15:35,likely consumed/staged on floor -> verify if on-hand should be 0
4136,ACI-3427,3,PICK,MFG Floor,02/09/26 11:18:56,likely consumed/staged on floor -> verify if on-hand should be 0
29608,8477L-160,3,PICK,MFG Floor,10/09/25 13:32:14,likely consumed/staged on floor -> verify if on-hand should be 0
3437,7860-47,3,PICK,MFG Floor,01/15/26 12:19:48,likely consumed/staged on floor -> verify if on-hand should be 0
21357,8291-305,3,PICK,MFG Floor,02/20/26 11:23:56,likely consumed/staged on floor -> verify if on-hand should be 0
14241,8180M-35,3,PICK,MFG Floor,02/27/26 11:03:03,likely consumed/staged on floor -> verify if on-hand should be 0
11028,8122-285,3,PICK,MFG Floor,02/12/26 08:16:24,likely consumed/staged on floor -> verify if on-hand should be 0
14325,8119L-70,3,PTWY,1402101,06/23/23 09:53:21,moved off floor -> location may be stale (real available stock)
11032,8122-295,3,PICK,MFG Floor,02/12/26 08:16:28,likely consumed/staged on floor -> verify if on-hand should be 0
29519,6463-225,3,PICK,MFG Floor,01/12/26 12:13:39,likely consumed/staged on floor -> verify if on-hand should be 0
7245,8055-60,3,PICK,MFG Floor,01/19/26 10:44:28,likely consumed/staged on floor -> verify if on-hand should be 0
7237,8055-43,3,PICK,MFG Floor,01/19/26 10:43:27,likely consumed/staged on floor -> verify if on-hand should be 0
29331,8430L-310,3,PICK,MFG Floor,02/27/26 13:32:43,likely consumed/staged on floor -> verify if on-hand should be 0
7190,8055-52,3,PICK,MFG Floor,01/19/26 09:34:26,likely consumed/staged on floor -> verify if on-hand should be 0
29228,8455-15,3,PICK,MFG Floor,09/03/25 08:40:02,likely consumed/staged on floor -> verify if on-hand should be 0
19447,8245L-160,3,PICK,MFG Floor,09/04/25 15:19:38,likely consumed/staged on floor -> verify if on-hand should be 0
7189,8055-73,3,PICK,MFG Floor,01/19/26 10:45:32,likely consumed/staged on floor -> verify if on-hand should be 0
31353,8500-405,3,PICK,MFG Floor,02/05/26 09:58:00,likely consumed/staged on floor -> verify if on-hand should be 0
7187,8055-28,3,PICK,MFG Floor,01/19/26 09:34:30,likely consumed/staged on floor -> verify if on-hand should be 0
11141,8171L-335,3,PICK,MFG Floor,03/03/26 09:48:21,likely consumed/staged on floor -> verify if on-hand should be 0
11140,8136L-105,3,PICK,MFG Floor,02/27/26 07:31:48,likely consumed/staged on floor -> verify if on-hand should be 0
11135,5984-16,3,PICK,MFG Floor,02/27/26 07:32:19,likely consumed/staged on floor -> verify if on-hand should be 0
6291,8024L-104,3,PICK,MFG Floor,02/11/26 10:21:23,likely consumed/staged on floor -> verify if on-hand should be 0
6293,8024L-45,3,PICK,MFG Floor,02/11/26 11:12:40,likely consumed/staged on floor -> verify if on-hand should be 0
18797,6463-115,3,PTWY,1406506,01/09/26 08:26:45,moved off floor -> location may be stale (real available stock)
7185,8055-15,3,PICK,MFG Floor,08/26/25 09:01:37,likely consumed/staged on floor -> verify if on-hand should be 0
7182,8055-99,3,PICK,MFG Floor,09/02/25 09:24:58,likely consumed/staged on floor -> verify if on-hand should be 0
18227,8135-35,3,PICK,MFG Floor,09/03/25 08:40:39,likely consumed/staged on floor -> verify if on-hand should be 0
18226,8135-30,3,PICK,MFG Floor,09/03/25 08:40:33,likely consumed/staged on floor -> verify if on-hand should be 0
32566,8210-35,3,PICK,MFG Floor,02/04/26 13:57:26,likely consumed/staged on floor -> verify if on-hand should be 0
18225,8135-145,3,PICK,MFG Floor,09/03/25 08:40:44,likely consumed/staged on floor -> verify if on-hand should be 0
3246,7848-55,3,PICK,MFG Floor,01/20/26 11:24:55,likely consumed/staged on floor -> verify if on-hand should be 0
18017,8292-65,3,PICK,MFG Floor,09/04/25 13:44:48,likely consumed/staged on floor -> verify if on-hand should be 0
7169,8066-16,3,PICK,MFG Floor,01/19/26 09:34:44,likely consumed/staged on floor -> verify if on-hand should be 0
17802,8279L-75,3,PICK,MFG Floor,01/09/26 08:55:03,likely consumed/staged on floor -> verify if on-hand should be 0
6496,8033-4,3,PICK,MFG Floor,02/19/26 10:33:53,likely consumed/staged on floor -> verify if on-hand should be 0
11038,8122-260,3,PICK,MFG Floor,02/12/26 08:14:22,likely consumed/staged on floor -> verify if on-hand should be 0
17596,7603-3,3,PICK,MFG Floor,09/17/25 10:27:26,likely consumed/staged on floor -> verify if on-hand should be 0
3258,ACI-2574,3,PICK,MFG Floor,01/30/26 10:27:21,likely consumed/staged on floor -> verify if on-hand should be 0
17276,8266L-45,3,PICK,MFG Floor,12/18/25 11:40:59,likely consumed/staged on floor -> verify if on-hand should be 0
28739,8448L-360,3,PICK,MFG Floor,01/15/26 08:44:27,likely consumed/staged on floor -> verify if on-hand should be 0
28517,8415M-215,3,PICK,MFG Floor,12/17/25 12:08:09,likely consumed/staged on floor -> verify if on-hand should be 0
6636,8024L-36,3,PICK,MFG Floor,09/15/25 07:49:00,likely consumed/staged on floor -> verify if on-hand should be 0
28486,8447L-285,3,PICK,MFG Floor,08/18/25 09:02:58,likely consumed/staged on floor -> verify if on-hand should be 0
28129,8433L-735,3,PICK,MFG Floor,03/03/26 11:55:05,likely consumed/staged on floor -> verify if on-hand should be 0
17064,8276-45,3,PICK,MFG Floor,09/02/25 09:27:45,likely consumed/staged on floor -> verify if on-hand should be 0
2808,ACI-2221,3,PICK,MFG Floor,12/15/25 15:11:06,likely consumed/staged on floor -> verify if on-hand should be 0
15730,8230ML-155,3,PICK,MFG Floor,09/17/25 07:13:41,likely consumed/staged on floor -> verify if on-hand should be 0
16926,8126L-305,3,PICK,MFG Floor,09/05/25 08:30:05,likely consumed/staged on floor -> verify if on-hand should be 0
16456,8037-240,3,PICK,MFG Floor,12/16/25 10:09:18,likely consumed/staged on floor -> verify if on-hand should be 0
16445,8037-125,3,PICK,MFG Floor,12/16/25 10:09:13,likely consumed/staged on floor -> verify if on-hand should be 0
16270,8245L-120,3,PICK,MFG Floor,09/03/25 08:42:18,likely consumed/staged on floor -> verify if on-hand should be 0
36920,7703ML-3-2,3,PTWY,1503004,09/17/25 08:01:58,moved off floor -> location may be stale (real available stock)
11044,8122-250,3,PICK,MFG Floor,02/12/26 08:14:48,likely consumed/staged on floor -> verify if on-hand should be 0
16175,8126L-10,3,PICK,MFG Floor,09/05/25 08:30:11,likely consumed/staged on floor -> verify if on-hand should be 0
13734,8115-250,3,PICK,MFG Floor,02/12/26 08:16:40,likely consumed/staged on floor -> verify if on-hand should be 0
30854,8322-155,3,PICK,MFG Floor,09/03/25 08:40:21,likely consumed/staged on floor -> verify if on-hand should be 0
13743,8115-255,3,PICK,MFG Floor,11/10/25 13:53:21,likely consumed/staged on floor -> verify if on-hand should be 0
15939,8138M-455,3,PICK,MFG Floor,02/02/26 13:00:09,likely consumed/staged on floor -> verify if on-hand should be 0
15841,8271-105,3,PICK,MFG Floor,01/15/26 08:35:40,likely consumed/staged on floor -> verify if on-hand should be 0
11045,8122-255,3,PICK,MFG Floor,02/12/26 08:14:58,likely consumed/staged on floor -> verify if on-hand should be 0
27962,8433L-715,3,PICK,MFG Floor,03/03/26 11:55:18,likely consumed/staged on floor -> verify if on-hand should be 0
2778,ACI-999,3,PICK,MFG Floor,12/15/25 15:11:09,likely consumed/staged on floor -> verify if on-hand should be 0
2772,ACI-993,3,PICK,MFG Floor,12/12/25 11:24:22,likely consumed/staged on floor -> verify if on-hand should be 0
27665,8433L-260,3,PICK,MFG Floor,03/03/26 12:38:42,likely consumed/staged on floor -> verify if on-hand should be 0
4420,ACI-3661,3,PICK,MFG Floor,09/04/25 14:50:43,likely consumed/staged on floor -> verify if on-hand should be 0
7763,8055-100,3,PICK,MFG Floor,08/27/25 08:20:30,likely consumed/staged on floor -> verify if on-hand should be 0
27428,8342ML-470,3,PICK,MFG Floor,02/27/26 10:43:12,likely consumed/staged on floor -> verify if on-hand should be 0
36732,8705L-3,3,PICK,MFG Floor,12/09/25 12:25:23,likely consumed/staged on floor -> verify if on-hand should be 0
27335,8080L-1-80,3,PICK,MFG Floor,02/19/26 15:18:44,likely consumed/staged on floor -> verify if on-hand should be 0
27250,8112L-260,3,PICK,MFG Floor,05/27/25 11:06:24,likely consumed/staged on floor -> verify if on-hand should be 0
27249,8112L-670,3,PICK,MFG Floor,05/27/25 11:06:30,likely consumed/staged on floor -> verify if on-hand should be 0
27245,8112L-105,3,PICK,MFG Floor,05/27/25 11:06:02,likely consumed/staged on floor -> verify if on-hand should be 0
27242,8112L-680,3,PICK,MFG Floor,05/27/25 11:06:35,likely consumed/staged on floor -> verify if on-hand should be 0
39917,8119L-35,3,PICK,MFG Floor,10/31/25 09:24:23,likely consumed/staged on floor -> verify if on-hand should be 0
12284,7880-17,3,PICK,MFG Floor,10/06/25 12:27:24,likely consumed/staged on floor -> verify if on-hand should be 0
7450,7584-83,3,PICK,MFG Floor,02/11/26 14:03:52,likely consumed/staged on floor -> verify if on-hand should be 0
32216,5189-32,3,PICK,MFG Floor,01/09/26 09:41:23,likely consumed/staged on floor -> verify if on-hand should be 0
30746,8501-85,3,PICK,MFG Floor,09/15/25 14:30:51,likely consumed/staged on floor -> verify if on-hand should be 0
3263,ACI-2558,3,PICK,MFG Floor,01/30/26 10:59:57,likely consumed/staged on floor -> verify if on-hand should be 0
4032,ACI-3359,3,PICK,MFG Floor,02/09/26 11:19:01,likely consumed/staged on floor -> verify if on-hand should be 0
32874,8112L-655,3,PICK,MFG Floor,01/09/26 09:29:15,likely consumed/staged on floor -> verify if on-hand should be 0
32974,8520L-80,3,PICK,MFG Floor,01/12/26 12:13:06,likely consumed/staged on floor -> verify if on-hand should be 0
26826,8291-305,3,PICK,MFG Floor,01/09/26 08:07:32,likely consumed/staged on floor -> verify if on-hand should be 0
7449,7584-93,3,PICK,MFG Floor,02/11/26 14:02:51,likely consumed/staged on floor -> verify if on-hand should be 0
7426,7584-42,3,PICK,MFG Floor,02/11/26 13:59:59,likely consumed/staged on floor -> verify if on-hand should be 0
7403,8063L-2,3,PICK,MFG Floor,02/11/26 13:26:42,likely consumed/staged on floor -> verify if on-hand should be 0
7398,8063L-15,3,PICK,MFG Floor,09/25/25 09:27:30,likely consumed/staged on floor -> verify if on-hand should be 0
26408,8440l-30,3,PICK,MFG Floor,05/21/24 14:53:30,likely consumed/staged on floor -> verify if on-hand should be 0
4552,ACI-3686,3,PICK,MFG Floor,12/12/25 12:38:02,likely consumed/staged on floor -> verify if on-hand should be 0
7394,8063L-4,3,PICK,MFG Floor,02/11/26 14:01:12,likely consumed/staged on floor -> verify if on-hand should be 0
35460,6588L-79,3,PICK,MFG Floor,09/16/25 13:47:32,likely consumed/staged on floor -> verify if on-hand should be 0
3066,ACI-2401,3,PICK,MFG Floor,11/20/25 12:24:01,likely consumed/staged on floor -> verify if on-hand should be 0
26289,8033-2,3,PICK,MFG Floor,12/17/25 12:08:55,likely consumed/staged on floor -> verify if on-hand should be 0
7393,8063L-42,3,PICK,MFG Floor,02/11/26 14:13:53,likely consumed/staged on floor -> verify if on-hand should be 0
25280,8242M-145,3,PICK,MFG Floor,11/10/25 12:51:13,likely consumed/staged on floor -> verify if on-hand should be 0
7390,8063L-75,3,PICK,MFG Floor,02/11/26 14:02:47,likely consumed/staged on floor -> verify if on-hand should be 0
24966,8399M-180,3,PICK,MFG Floor,09/02/25 09:27:24,likely consumed/staged on floor -> verify if on-hand should be 0
13816,8222-50,3,PICK,MFG Floor,01/30/26 10:46:41,likely consumed/staged on floor -> verify if on-hand should be 0
24945,8399M-130,3,PICK,MFG Floor,01/09/26 08:00:00,likely consumed/staged on floor -> verify if on-hand should be 0
7386,7785-69,3,PICK,MFG Floor,01/20/26 11:24:27,likely consumed/staged on floor -> verify if on-hand should be 0
4655,ACI-3818,3,PICK,MFG Floor,01/30/26 10:09:13,likely consumed/staged on floor -> verify if on-hand should be 0
7381,8063L-21,3,PICK,MFG Floor,09/25/25 09:49:58,likely consumed/staged on floor -> verify if on-hand should be 0
7379,8063L-67,3,PICK,MFG Floor,09/25/25 09:27:35,likely consumed/staged on floor -> verify if on-hand should be 0
24624,8328-45,3,PICK,MFG Floor,10/20/25 10:30:39,likely consumed/staged on floor -> verify if on-hand should be 0
2449,ACI-760,3,PICK,MFG Floor,09/18/25 09:28:57,likely consumed/staged on floor -> verify if on-hand should be 0
7374,7785-66,3,PICK,MFG Floor,01/20/26 11:24:22,likely consumed/staged on floor -> verify if on-hand should be 0
7367,7584-88,3,PICK,MFG Floor,09/25/25 09:27:46,likely consumed/staged on floor -> verify if on-hand should be 0
4686,ACI-3807,3,PICK,MFG Floor,12/12/25 10:59:19,likely consumed/staged on floor -> verify if on-hand should be 0
32496,7909M-44,2,PICK,MFG Floor,08/13/25 15:19:16,likely consumed/staged on floor -> verify if on-hand should be 0
32486,8091L-300,2,PICK,MFG Floor,08/13/25 15:21:32,likely consumed/staged on floor -> verify if on-hand should be 0
32470,8210-220,2,PICK,MFG Floor,08/13/25 15:06:29,likely consumed/staged on floor -> verify if on-hand should be 0
31536,6519l-2-13,2,PICK,MFG Floor,02/20/26 10:52:45,likely consumed/staged on floor -> verify if on-hand should be 0
31368,8500-420,2,PICK,MFG Floor,02/05/26 10:40:11,likely consumed/staged on floor -> verify if on-hand should be 0
3128,ACI-2456,2,PICK,MFG Floor,08/27/25 11:35:06,likely consumed/staged on floor -> verify if on-hand should be 0
3120,ACI-2442,2,PICK,MFG Floor,08/27/25 11:35:01,likely consumed/staged on floor -> verify if on-hand should be 0
3119,ACI-2436,2,PICK,MFG Floor,12/12/25 12:37:54,likely consumed/staged on floor -> verify if on-hand should be 0
3104,ACI-2453,2,PICK,MFG Floor,12/12/25 12:38:41,likely consumed/staged on floor -> verify if on-hand should be 0
30798,7595-50,2,PICK,MFG Floor,09/03/25 08:40:50,likely consumed/staged on floor -> verify if on-hand should be 0
39918,8119L-52,2,PICK,MFG Floor,02/27/26 08:30:51,likely consumed/staged on floor -> verify if on-hand should be 0
3075,ACI-2412,2,PICK,MFG Floor,11/20/25 12:17:58,likely consumed/staged on floor -> verify if on-hand should be 0
3072,ACI-2409,2,PICK,MFG Floor,02/09/26 08:24:23,likely consumed/staged on floor -> verify if on-hand should be 0
40930,7396-230,2,PICK,MFG Floor,08/14/25 13:10:46,likely consumed/staged on floor -> verify if on-hand should be 0
3030,ACI-2374,2,PICK,MFG Floor,01/15/26 12:20:17,likely consumed/staged on floor -> verify if on-hand should be 0
4163,ACI-3435,2,PICK,MFG Floor,02/09/26 11:19:10,likely consumed/staged on floor -> verify if on-hand should be 0
41699,8203L-25,2,PTWY,2103304,11/10/25 14:16:39,moved off floor -> location may be stale (real available stock)
29340,8430L-155,2,PICK,MFG Floor,02/27/26 13:30:36,likely consumed/staged on floor -> verify if on-hand should be 0
29159,8417L-135,2,PICK,MFG Floor,01/30/26 11:00:01,likely consumed/staged on floor -> verify if on-hand should be 0
29151,8417L-55,2,PICK,MFG Floor,01/30/26 11:00:05,likely consumed/staged on floor -> verify if on-hand should be 0
2914,ACI-2312,2,PICK,MFG Floor,05/27/25 11:06:46,likely consumed/staged on floor -> verify if on-hand should be 0
29071,8452-130,2,PICK,MFG Floor,01/30/26 11:08:53,likely consumed/staged on floor -> verify if on-hand should be 0
29016,8415M-205,2,PICK,MFG Floor,11/20/25 14:54:45,likely consumed/staged on floor -> verify if on-hand should be 0
28964,8415M-250,2,PICK,MFG Floor,11/20/25 14:54:33,likely consumed/staged on floor -> verify if on-hand should be 0
28963,8415M-195,2,PICK,MFG Floor,11/20/25 14:54:37,likely consumed/staged on floor -> verify if on-hand should be 0
4292,ACI-3530,2,PICK,MFG Floor,02/09/26 11:18:45,likely consumed/staged on floor -> verify if on-hand should be 0
2895,ACI-2279,2,PICK,MFG Floor,08/28/25 08:29:29,likely consumed/staged on floor -> verify if on-hand should be 0
4352,ACI-3553,2,PICK,MFG Floor,09/04/25 14:50:19,likely consumed/staged on floor -> verify if on-hand should be 0
27969,8433L-660,2,PICK,MFG Floor,03/03/26 11:55:24,likely consumed/staged on floor -> verify if on-hand should be 0
4365,ACI-3563,2,PICK,MFG Floor,09/04/25 14:50:36,likely consumed/staged on floor -> verify if on-hand should be 0
4376,ACI-3526,2,PICK,MFG Floor,09/04/25 14:50:48,likely consumed/staged on floor -> verify if on-hand should be 0
4432,ACI-3597,2,PICK,MFG Floor,09/04/25 15:05:57,likely consumed/staged on floor -> verify if on-hand should be 0
4448,ACI-3650,2,PICK,MFG Floor,09/04/25 14:51:03,likely consumed/staged on floor -> verify if on-hand should be 0
4497,ACI-3682,2,PICK,MFG Floor,08/27/25 11:34:39,likely consumed/staged on floor -> verify if on-hand should be 0
26934,8447L-255,2,PICK,MFG Floor,02/05/26 12:10:56,likely consumed/staged on floor -> verify if on-hand should be 0
4502,ACI-3698,2,PICK,MFG Floor,10/28/25 14:19:36,likely consumed/staged on floor -> verify if on-hand should be 0
4504,ACI-3710,2,PICK,MFG Floor,12/12/25 11:24:19,likely consumed/staged on floor -> verify if on-hand should be 0
26904,8447L-270,2,PICK,MFG Floor,02/05/26 12:10:20,likely consumed/staged on floor -> verify if on-hand should be 0
26839,8291-257,2,PICK,MFG Floor,09/02/25 09:25:59,likely consumed/staged on floor -> verify if on-hand should be 0
4516,ACI-3700,2,PICK,MFG Floor,12/12/25 11:24:31,likely consumed/staged on floor -> verify if on-hand should be 0
26838,8291-220,2,PICK,MFG Floor,01/09/26 09:59:36,likely consumed/staged on floor -> verify if on-hand should be 0
26837,8291-195,2,PICK,MFG Floor,09/02/25 09:25:50,likely consumed/staged on floor -> verify if on-hand should be 0
4523,ACI-3709,2,PICK,MFG Floor,01/30/26 11:09:15,likely consumed/staged on floor -> verify if on-hand should be 0
26833,8291-215,2,PICK,MFG Floor,01/09/26 08:00:15,likely consumed/staged on floor -> verify if on-hand should be 0
9818,ACI-5613,2,PICK,MFG Floor,01/08/26 07:24:48,likely consumed/staged on floor -> verify if on-hand should be 0
4560,ACI-3690,2,PICK,MFG Floor,10/28/25 13:16:22,likely consumed/staged on floor -> verify if on-hand should be 0
4561,ACI-3683,2,PICK,MFG Floor,10/28/25 13:16:26,likely consumed/staged on floor -> verify if on-hand should be 0
25978,7307-14,2,PICK,MFG Floor,10/02/25 12:00:36,likely consumed/staged on floor -> verify if on-hand should be 0
24937,8399M-120,2,PICK,MFG Floor,01/09/26 08:00:35,likely consumed/staged on floor -> verify if on-hand should be 0
4652,ACI-3825,2,PICK,MFG Floor,03/03/26 09:23:42,likely consumed/staged on floor -> verify if on-hand should be 0
4684,ACI-3806,2,PICK,MFG Floor,01/30/26 10:47:10,likely consumed/staged on floor -> verify if on-hand should be 0
2342,ACI-682,2,PICK,MFG Floor,09/05/25 08:39:46,likely consumed/staged on floor -> verify if on-hand should be 0
11185,8154-55,2,PICK,MFG Floor,01/14/26 14:30:41,likely consumed/staged on floor -> verify if on-hand should be 0
4728,ACI-3863,2,PICK,MFG Floor,12/12/25 12:37:32,likely consumed/staged on floor -> verify if on-hand should be 0
2320,ACI-618,2,PICK,MFG Floor,09/05/25 08:39:32,likely consumed/staged on floor -> verify if on-hand should be 0
22923,7092-35,2,PICK,MFG Floor,02/02/26 12:59:54,likely consumed/staged on floor -> verify if on-hand should be 0
22471,8345-130,2,PICK,MFG Floor,09/05/25 08:31:18,likely consumed/staged on floor -> verify if on-hand should be 0
22467,8345-125,2,PICK,MFG Floor,02/02/26 13:10:58,likely consumed/staged on floor -> verify if on-hand should be 0
22462,8345-40,2,PICK,MFG Floor,09/04/25 14:05:12,likely consumed/staged on floor -> verify if on-hand should be 0
22413,8154-10,2,PICK,MFG Floor,02/27/26 08:57:34,likely consumed/staged on floor -> verify if on-hand should be 0
22140,7984-95,2,PICK,MFG Floor,09/25/25 09:31:23,likely consumed/staged on floor -> verify if on-hand should be 0
22041,7984-85,2,PICK,MFG Floor,09/25/25 09:31:07,likely consumed/staged on floor -> verify if on-hand should be 0
22039,7984-145,2,PICK,MFG Floor,09/25/25 09:30:52,likely consumed/staged on floor -> verify if on-hand should be 0
21624,8291-325,2,PICK,MFG Floor,02/05/26 12:30:32,likely consumed/staged on floor -> verify if on-hand should be 0
21592,8292-123,2,PICK,MFG Floor,09/04/25 13:44:58,likely consumed/staged on floor -> verify if on-hand should be 0
21550,8291-315,2,PICK,MFG Floor,02/20/26 11:24:18,likely consumed/staged on floor -> verify if on-hand should be 0
5714,7996-47,2,PICK,MFG Floor,08/18/25 09:03:32,likely consumed/staged on floor -> verify if on-hand should be 0
21377,8291-200,2,PICK,MFG Floor,02/20/26 10:28:07,likely consumed/staged on floor -> verify if on-hand should be 0
5753,8019-34,2,PICK,MFG Floor,02/09/26 11:18:39,likely consumed/staged on floor -> verify if on-hand should be 0
5754,8019-32,2,PICK,MFG Floor,02/09/26 11:44:50,likely consumed/staged on floor -> verify if on-hand should be 0
7815,8090L-220,2,PICK,MFG Floor,02/09/26 09:56:48,likely consumed/staged on floor -> verify if on-hand should be 0
5761,8019-33,2,PICK,MFG Floor,02/09/26 11:19:28,likely consumed/staged on floor -> verify if on-hand should be 0
21161,8322-105,2,PICK,MFG Floor,09/03/25 08:40:14,likely consumed/staged on floor -> verify if on-hand should be 0
19698,8199-345,2,PICK,MFG Floor,12/17/25 11:58:33,likely consumed/staged on floor -> verify if on-hand should be 0
19536,8275-135,2,PICK,MFG Floor,01/12/26 12:13:24,likely consumed/staged on floor -> verify if on-hand should be 0
11143,8136L-225,2,PICK,MFG Floor,02/27/26 07:31:41,likely consumed/staged on floor -> verify if on-hand should be 0
19399,8245L-130,2,PICK,MFG Floor,09/04/25 15:19:42,likely consumed/staged on floor -> verify if on-hand should be 0
11142,8136L-70,2,PICK,MFG Floor,02/27/26 07:38:03,likely consumed/staged on floor -> verify if on-hand should be 0
9838,8171L-265,2,PICK,MFG Floor,03/03/26 09:48:17,likely consumed/staged on floor -> verify if on-hand should be 0
6296,8024L-32,2,PICK,MFG Floor,02/27/26 11:28:27,likely consumed/staged on floor -> verify if on-hand should be 0
18287,7393-55,2,PICK,MFG Floor,02/27/26 07:37:41,likely consumed/staged on floor -> verify if on-hand should be 0
6324,8047-8,2,PICK,MFG Floor,02/11/26 10:47:26,likely consumed/staged on floor -> verify if on-hand should be 0
18081,ACI-4616,2,PICK,MFG Floor,02/19/26 10:19:45,likely consumed/staged on floor -> verify if on-hand should be 0
17797,8279L-310,2,PICK,MFG Floor,09/03/25 08:41:34,likely consumed/staged on floor -> verify if on-hand should be 0
17783,8279L-300,2,PICK,MFG Floor,09/03/25 08:41:27,likely consumed/staged on floor -> verify if on-hand should be 0
17616,8223L-80,2,PICK,MFG Floor,09/05/25 08:39:23,likely consumed/staged on floor -> verify if on-hand should be 0
6611,8024L-48,2,PICK,MFG Floor,01/15/26 12:24:37,likely consumed/staged on floor -> verify if on-hand should be 0
6620,8024L-99,2,PICK,MFG Floor,01/15/26 12:24:44,likely consumed/staged on floor -> verify if on-hand should be 0
6624,8024L-98,2,PICK,MFG Floor,01/15/26 12:24:29,likely consumed/staged on floor -> verify if on-hand should be 0
17087,8276-95,2,PICK,MFG Floor,09/02/25 09:26:15,likely consumed/staged on floor -> verify if on-hand should be 0
6639,8024L-43,2,PICK,MFG Floor,10/06/25 12:27:05,likely consumed/staged on floor -> verify if on-hand should be 0
6642,8047-5,2,PICK,MFG Floor,10/06/25 12:27:00,likely consumed/staged on floor -> verify if on-hand should be 0
6650,8181-85,2,PICK,MFG Floor,01/14/26 14:30:37,likely consumed/staged on floor -> verify if on-hand should be 0
17063,8276-195,2,PICK,MFG Floor,09/02/25 09:27:49,likely consumed/staged on floor -> verify if on-hand should be 0
16564,8245L-160,2,PICK,MFG Floor,02/26/26 10:45:36,likely consumed/staged on floor -> verify if on-hand should be 0
